Kombinovaná,Rok uvedení do provozu,Karoserie,Palivo,Motor,Výkon
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2019,Bus,Diesel,"300 d, 176kW",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
4.8 l/100km,2020,SUV,Diesel,"1.6 CRDi, 85kW",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
5 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW, 4x4",kw
5.2 l/100km,2021,SUV,Benzín,"1.2 PureTech, 96kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
6.6 l/100km,2023,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.4 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
7.2 l/100km,2023,SUV,Benzín,"1.0 Turbo, 82kW",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2024,SUV,Benzín,"1.5, 78kW",kw
6.6 l/100km,2022,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.7 l/100km,2021,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
4.4 l/100km,2020,SUV,Diesel,"1.6 CRDi, 100kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
6.1 l/100km,2022,SUV,Benzín,"1.5T 48V MHEV, 96kW",kw
6.2 l/100km,2021,SUV,Diesel,"2.0 TDI, 110kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
8.3 l/100km,2021,SUV,Benzín,"1.6 T-GDI, 130kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.9 l/100km,2021,SUV,Diesel,"2.0 TDI, 147kW, 4x4",kw
8.8 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
6 l/100km,2023,Combi,Benzín,"1.5 eTSI, 110kW",kw
6.8 l/100km,2022,SUV,Benzín,"1.6 T-GDI, 110kW",kw
8.7 l/100km,2022,SUV,Benzín,"RS 2.0 TSI, 180kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
6.8 l/100km,2024,Sedan,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
7 l/100km,2022,Sedan,Diesel,"S 350 d 4MATIC L, 210kW, 4x4",kw
8.5 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
9.4 l/100km,2017,Sedan,Benzín,"Turbo, 404kW, 4x4",kw
8.3 l/100km,2023,SUV,Diesel,"50 TDI, 210kW, 4x4",kw
11 l/100km,2023,SUV,Benzín,"55 TFSI, 250kW, 4x4",kw
